#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant
STXBP1	ENSG00000136854	ENST00000944186	protein_coding	1	0	0	0	0	0	0	0	0	1	0
TDRD7	ENSG00000196116	ENST00000355295	protein_coding	0	1	1	2	0	0	2	1	0	0	1
TDRD7	ENSG00000196116	ENST00000861597	protein_coding	0	1	1	2	0	0	2	1	0	0	1
TDRD7	ENSG00000196116	ENST00000861598	protein_coding	0	1	1	2	0	0	2	1	0	0	1
TDRD7	ENSG00000196116	ENST00000861599	protein_coding	0	1	1	2	0	0	2	1	0	0	1
TDRD7	ENSG00000196116	ENST00000936488	protein_coding	0	1	1	2	0	0	2	1	0	0	1
TDRD7	ENSG00000196116	ENST00000936489	protein_coding	0	1	1	2	0	0	2	1	0	0	1
TDRD7	ENSG00000196116	ENST00000943578	protein_coding	0	1	1	2	0	0	2	1	0	0	1
TDRD7	ENSG00000196116	ENST00000943579	protein_coding	0	1	1	2	0	0	2	1	0	0	1
TEK	ENSG00000120156	ENST00000380036	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000406359	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000519097	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000615002	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856712	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856713	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856714	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856715	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856716	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856717	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856718	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856719	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856720	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856721	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856722	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856723	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856724	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856725	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856726	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856727	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000856728	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000923266	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000923267	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000944990	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000944991	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000944992	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000944993	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000944994	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000944995	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000944996	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000944997	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TEK	ENSG00000120156	ENST00000944998	protein_coding	0	0	0	2	0	0	2	0	0	0	0
TJP2	ENSG00000119139	ENST00000348208	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000377245	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000535702	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000539225	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000636438	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000647986	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000648042	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000649114	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000649134	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000649943	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000650084	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000650333	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000896723	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000896724	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000896725	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000965864	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TJP2	ENSG00000119139	ENST00000965865	protein_coding	0	0	1	0	0	0	0	1	0	0	0
TLE4	ENSG00000106829	ENST00000265284	protein_coding	0	0	0	1	0	0	1	0	0	0	0
TLE4	ENSG00000106829	ENST00000376537	protein_coding	0	0	0	1	0	0	1	0	0	0	0
TLE4	ENSG00000106829	ENST00000376544	protein_coding	0	0	0	1	0	0	1	0	0	0	0
TLE4	ENSG00000106829	ENST00000376552	protein_coding	0	0	0	1	0	0	1	0	0	0	0
TLE4	ENSG00000106829	ENST00000428713	protein_coding	0	0	0	1	0	0	1	0	0	0	0
TLE4	ENSG00000106829	ENST00000467142	protein_coding	0	0	0	1	0	0	1	0	0	0	0
TLE4	ENSG00000106829	ENST00000490347	protein_coding	0	0	0	1	0	0	1	0	0	0	0
TLE4	ENSG00000106829	ENST00000496114	protein_coding	0	0	0	1	0	0	1	0	0	0	0
TLE4	ENSG00000106829	ENST00000706431	protein_coding	0	0	0	1	0	0	1	0	0	0	0
TLE4	ENSG00000106829	ENST00000965887	protein_coding	0	0	0	1	0	0	1	0	0	0	0
TLE4	ENSG00000106829	ENST00000965888	protein_coding	0	0	0	1	0	0	1	0	0	0	0
TLE4	ENSG00000106829	ENST00000965889	protein_coding	0	0	0	1	0	0	1	0	0	0	0
TRPM3	ENSG00000083067	ENST00000357533	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000358082	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000360823	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000361823	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000377097	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000377101	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000377105	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000377110	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000377111	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000396280	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000396283	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000396285	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000396292	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000408909	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000677594	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000677713	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000704566	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000704567	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000704568	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000704573	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000704575	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM3	ENSG00000083067	ENST00000707140	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM6	ENSG00000119121	ENST00000360774	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM6	ENSG00000119121	ENST00000361255	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TRPM6	ENSG00000119121	ENST00000449912	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TTF1	ENSG00000125482	ENST00000334270	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TTF1	ENSG00000125482	ENST00000612514	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TTF1	ENSG00000125482	ENST00000895443	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TTF1	ENSG00000125482	ENST00000935359	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TTF1	ENSG00000125482	ENST00000964468	protein_coding	0	1	0	0	0	0	0	0	0	0	1
TTF1	ENSG00000125482	ENST00000964469	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000257468	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000376395	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000526134	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000858201	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000858202	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000858204	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000858205	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000858206	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000858207	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000858214	protein_coding	0	0	0	1	0	0	1	0	0	0	0
UBQLN1	ENSG00000135018	ENST00000858216	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000858221	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000858227	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000949306	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000949307	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000949308	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000949309	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UBQLN1	ENSG00000135018	ENST00000949310	protein_coding	0	1	0	0	0	0	0	0	0	0	1
UCK1	ENSG00000130717	ENST00000372208	protein_coding	0	0	0	1	0	0	1	0	0	0	0
UCK1	ENSG00000130717	ENST00000372210	protein_coding	0	0	0	1	0	0	1	0	0	0	0
UCK1	ENSG00000130717	ENST00000372211	protein_coding	0	0	1	0	0	0	0	1	0	0	0
UCK1	ENSG00000130717	ENST00000372215	protein_coding	0	0	0	1	0	0	1	0	0	0	0
UCK1	ENSG00000130717	ENST00000851811	protein_coding	0	0	0	1	0	0	1	0	0	0	0
UCK1	ENSG00000130717	ENST00000851812	protein_coding	0	0	1	0	0	0	0	1	0	0	0
UCK1	ENSG00000130717	ENST00000851813	protein_coding	0	0	1	0	0	0	0	1	0	0	0
UCK1	ENSG00000130717	ENST00000851814	protein_coding	0	0	0	1	0	0	1	0	0	0	0
UCK1	ENSG00000130717	ENST00000851815	protein_coding	0	0	1	0	0	0	0	1	0	0	0
UCK1	ENSG00000130717	ENST00000936882	protein_coding	0	0	1	0	0	0	0	1	0	0	0
USP20	ENSG00000136878	ENST00000315480	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000358355	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000372429	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000853423	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000853424	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000853425	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000853426	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000853427	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000853428	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000922133	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000922134	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000922135	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000922136	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949808	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949809	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949810	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949811	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949812	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949813	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949814	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949815	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949816	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949817	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949818	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949819	protein_coding	0	1	0	1	0	0	1	0	0	0	1
USP20	ENSG00000136878	ENST00000949820	protein_coding	0	1	0	1	0	0	1	0	0	0	1
VCP	ENSG00000165280	ENST00000358901	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000417448	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000448530	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000677257	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000678650	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000679647	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000679862	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000679902	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000680834	protein_coding	0	1	0	0	0	0	1	0	1	0	0
VCP	ENSG00000165280	ENST00000681335	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000854254	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000854255	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000854256	protein_coding	0	1	0	1	0	0	2	0	1	0	0
VCP	ENSG00000165280	ENST00000940607	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000940608	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000969525	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000969526	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000969527	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000969528	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VCP	ENSG00000165280	ENST00000969529	protein_coding	0	2	0	0	0	0	2	0	2	0	0
VPS13A	ENSG00000197969	ENST00000360280	protein_coding	0	4	0	6	0	0	6	0	0	0	4
VPS13A	ENSG00000197969	ENST00000376636	protein_coding	0	4	0	6	0	0	6	0	0	0	4
VPS13A	ENSG00000197969	ENST00000419472	protein_coding	0	1	0	0	0	0	0	0	0	0	1
VPS13A	ENSG00000197969	ENST00000467124	protein_coding	0	0	0	1	0	0	1	0	0	0	0
VPS13A	ENSG00000197969	ENST00000643348	protein_coding	0	4	0	5	0	0	5	0	0	0	4
VPS13A	ENSG00000197969	ENST00000645632	protein_coding	0	4	0	5	0	0	5	0	0	0	4
WHRN	ENSG00000095397	ENST00000265134	protein_coding	0	1	5	1	0	0	1	5	0	0	1
WHRN	ENSG00000095397	ENST00000362057	protein_coding	0	1	5	1	0	0	1	5	0	0	1
WHRN	ENSG00000095397	ENST00000674036	protein_coding	0	1	5	1	0	0	1	5	0	0	1
WHRN	ENSG00000095397	ENST00000699485	protein_coding	0	0	3	0	0	0	0	3	0	0	0
WHRN	ENSG00000095397	ENST00000699486	protein_coding	0	1	1	1	0	0	1	1	0	0	1
WHRN	ENSG00000095397	ENST00000866780	protein_coding	0	1	5	1	0	0	1	5	0	0	1
WHRN	ENSG00000095397	ENST00000866781	protein_coding	0	1	5	1	0	0	1	5	0	0	1
WHRN	ENSG00000095397	ENST00000929558	protein_coding	0	1	5	1	0	0	1	5	0	0	1
WHRN	ENSG00000095397	ENST00000929559	protein_coding	0	0	4	3	0	0	3	4	0	0	0
WHRN	ENSG00000095397	ENST00000929560	protein_coding	0	1	5	1	0	0	1	5	0	0	1
WHRN	ENSG00000095397	ENST00000929561	protein_coding	0	0	4	3	0	0	3	4	0	0	0
ZER1	ENSG00000160445	ENST00000291900	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000873658	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000873659	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000929001	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000929002	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000929003	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000929004	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000929005	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000929006	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000929009	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000929013	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000929014	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960716	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960717	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960718	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960719	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960720	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960721	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960722	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960723	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960724	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960725	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960726	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960727	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960728	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960729	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960730	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960731	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960732	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960733	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZER1	ENSG00000160445	ENST00000960734	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF169	ENSG00000175787	ENST00000340911	protein_coding	0	0	0	1	0	0	1	0	0	0	0
ZNF169	ENSG00000175787	ENST00000395395	protein_coding	0	0	0	1	0	0	1	0	0	0	0
ZNF169	ENSG00000175787	ENST00000480716	protein_coding	0	0	0	1	0	0	1	0	0	0	0
ZNF169	ENSG00000175787	ENST00000481550	protein_coding	0	0	0	1	0	0	1	0	0	0	0
ZNF169	ENSG00000175787	ENST00000718459	protein_coding	0	0	0	1	0	0	1	0	0	0	0
ZNF169	ENSG00000175787	ENST00000718460	protein_coding	0	0	0	1	0	0	1	0	0	0	0
ZNF169	ENSG00000175787	ENST00000873354	protein_coding	0	0	0	1	0	0	1	0	0	0	0
ZNF169	ENSG00000175787	ENST00000873355	protein_coding	0	0	0	1	0	0	1	0	0	0	0
ZNF169	ENSG00000175787	ENST00000873356	protein_coding	0	0	0	1	0	0	1	0	0	0	0
ZNF618	ENSG00000157657	ENST00000288466	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000374124	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000374126	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000452710	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000615615	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901577	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901578	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901579	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901580	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901581	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901582	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901583	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901584	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901585	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901586	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901587	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901588	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901589	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901590	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901591	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901592	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901593	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901594	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901595	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901596	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901597	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901598	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901599	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901600	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901601	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901602	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901603	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000901604	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000928181	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000928182	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000928183	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000968394	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000968395	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000968396	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000968397	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000968398	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000968399	protein_coding	0	1	0	0	0	0	0	0	0	0	1
ZNF618	ENSG00000157657	ENST00000968400	protein_coding	0	1	0	0	0	0	0	0	0	0	1
