NCBI GeneID	Gene Type	Common Name	Description	Symbol	Synonyms	Taxonomic ID	Taxonomic Name
147688637	PROTEIN_CODING	common newt	sonic hedgehog signaling molecule	SHH		8324	Lissotriton vulgaris
112113478	PROTEIN_CODING	Three-toed box turtle	sonic hedgehog signaling molecule	SHH		2587831	Terrapene triunguis
115509428	PROTEIN_CODING	Canada lynx	sonic hedgehog signaling molecule	SHH		61383	Lynx canadensis
124243479	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		89248	Equus quagga
134412384	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		159646	Elgaria multicarinata webbii
128526435	PROTEIN_CODING	North African catfish	sonic hedgehog signaling molecule a	shha		13013	Clarias gariepinus
608860	PROTEIN_CODING	dog	sonic hedgehog signaling molecule	SHH		9615	Canis lupus familiaris
137665868	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		48427	Nyctibius grandis
110294612	PROTEIN_CODING	Ryukyu mouse	sonic hedgehog signaling molecule	Shh		10089	Mus caroli
131565590	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		2857398	Ammospiza caudacuta
103140457	PROTEIN_CODING	Amazon molly	sonic hedgehog signaling molecule a	shha		48698	Poecilia formosa
146789667	PROTEIN_CODING	warty newt	sonic hedgehog signaling molecule	SHH		8323	Triturus cristatus
100582247	PROTEIN_CODING	northern white-cheeked gibbon	sonic hedgehog signaling molecule	SHH		61853	Nomascus leucogenys
100147450	PROTEIN_CODING	horse	sonic hedgehog signaling molecule	SHH		9796	Equus caballus
102767220	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		225400	Myotis davidii
117055604	PROTEIN_CODING	Sand lizard	sonic hedgehog signaling molecule	SHH		80427	Lacerta agilis
127013566	PROTEIN_CODING	California condor	sonic hedgehog signaling molecule	SHH		33616	Gymnogyps californianus
122213247	PROTEIN_CODING	lion	sonic hedgehog signaling molecule	SHH		9689	Panthera leo
143737571	PROTEIN_CODING	Borax Lake chub	sonic hedgehog signaling molecule a	shha		180520	Siphateles boraxobius
102998170	PROTEIN_CODING	minke whale	sonic hedgehog signaling molecule	SHH		9767	Balaenoptera acutorostrata
143820528	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		143630	Paroedura picta
307057881	PROTEIN_CODING	northern bottlenose whale	sonic hedgehog signaling molecule	SHH		48744	Hyperoodon ampullatus
110071907	PROTEIN_CODING	central bearded dragon	sonic hedgehog signaling molecule	SHH		103695	Pogona vitticeps
119139048	PROTEIN_CODING	greater pipefish	sonic hedgehog signaling molecule a	shha		161584	Syngnathus acus
134381204	PROTEIN_CODING	Philippine flying lemur	sonic hedgehog signaling molecule	SHH		110931	Cynocephalus volans
306720436	PROTEIN_CODING	Eurasian nightjar	sonic hedgehog signaling molecule	SHH		111811	Caprimulgus europaeus
101681010	PROTEIN_CODING	domestic ferret	sonic hedgehog signaling molecule	SHH		9669	Mustela putorius furo
120741371	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		43689	Simochromis diagramma
127235756	PROTEIN_CODING	desert hamster	sonic hedgehog signaling molecule	Shh		109678	Phodopus roborovskii
139347090	PROTEIN_CODING	chevron butterflyfish	sonic hedgehog signaling molecule a	shha		109706	Chaetodon trifascialis
144009575	PROTEIN_CODING	girdled pipefish	sonic hedgehog signaling molecule a	shha		1073243	Festucalex cinctus
309714838	PROTEIN_CODING	flavescent peacock cichlid	sonic hedgehog signaling molecule a	shha		286572	Aulonocara stuartgranti
119198282	PROTEIN_CODING	ninespine stickleback	sonic hedgehog signaling molecule a	shha		134920	Pungitius pungitius
133569709	PROTEIN_CODING	straightnose pipefish	sonic hedgehog signaling molecule a	shha		159077	Nerophis ophidion
134927440	PROTEIN_CODING	corroboree frog	sonic hedgehog signaling molecule	SHH		495146	Pseudophryne corroboree
114549430	PROTEIN_CODING	yellow perch	sonic hedgehog signaling molecule a	shha	shh	8167	Perca flavescens
130160932	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		2871759	Seriola aureovittata
121065945	PROTEIN_CODING	mute swan	sonic hedgehog signaling molecule	SHH		8869	Cygnus olor
125264959	PROTEIN_CODING	Wuchang bream	sonic hedgehog signaling molecule a	shha		75352	Megalobrama amblycephala
137519638	PROTEIN_CODING	Riggenbach's reed frog	sonic hedgehog signaling molecule	SHH		752182	Hyperolius riggenbachi
144284676	PROTEIN_CODING	golden jackal	sonic hedgehog signaling molecule	SHH		68724	Canis aureus
140647173	PROTEIN_CODING	Oriental stork	sonic hedgehog signaling molecule	SHH		52775	Ciconia boyciana
116799479	PROTEIN_CODING	lance-tailed manakin	sonic hedgehog signaling molecule	SHH		296741	Chiroxiphia lanceolata
132994327	PROTEIN_CODING	cuckoo wrasse	sonic hedgehog signaling molecule a	shha		508554	Labrus mixtus
107382481	PROTEIN_CODING	turquoise killifish	sonic hedgehog signaling molecule a	shha	shh	105023	Nothobranchius furzeri
113890956	PROTEIN_CODING	hybrid cattle	sonic hedgehog signaling molecule	SHH		30522	Bos indicus x Bos taurus
113241522	PROTEIN_CODING	brown bear	sonic hedgehog signaling molecule	SHH		9644	Ursus arctos
128755635	PROTEIN_CODING	mandarinfish	sonic hedgehog signaling molecule a	shha		270530	Synchiropus splendidus
104686517	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		932674	Corvus cornix cornix
102222680	PROTEIN_CODING	southern platyfish	sonic hedgehog signaling molecule a	shha	shh	8083	Xiphophorus maculatus
145361634	PROTEIN_CODING	grey reef shark	sonic hedgehog signaling molecule a	shha		263684	Carcharhinus amblyrhynchos
100773402	PROTEIN_CODING	Chinese hamster	sonic hedgehog signaling molecule	Shh		10029	Cricetulus griseus
120756586	PROTEIN_CODING	Barn swallow	sonic hedgehog signaling molecule	SHH		43150	Hirundo rustica
121440052	PROTEIN_CODING	creeping vole	sonic hedgehog signaling molecule	Shh		111838	Microtus oregoni
102007024	PROTEIN_CODING	long-tailed chinchilla	sonic hedgehog signaling molecule	Shh		34839	Chinchilla lanigera
147582918	PROTEIN_CODING	puma	sonic hedgehog signaling molecule	SHH		9696	Puma concolor
109391492	PROTEIN_CODING	great roundleaf bat	sonic hedgehog signaling molecule	SHH		186990	Hipposideros armiger
123364235	PROTEIN_CODING	yellowpond turtle	sonic hedgehog signaling molecule	SHH		74926	Mauremys mutica
131905839	PROTEIN_CODING	cactus mouse	sonic hedgehog signaling molecule	Shh		42410	Peromyscus eremicus
101831524	PROTEIN_CODING	golden hamster	sonic hedgehog signaling molecule	Shh		10036	Mesocricetus auratus
146966705	PROTEIN_CODING	Japanese jack mackerel	sonic hedgehog signaling molecule a	shha		83875	Trachurus japonicus
140604981	PROTEIN_CODING	Mexican gray wolf	sonic hedgehog signaling molecule	SHH		143281	Canis lupus baileyi
119698079	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		1094192	Motacilla alba alba
133072972	PROTEIN_CODING	fallow deer	sonic hedgehog signaling molecule	SHH		30532	Dama dama
138105599	PROTEIN_CODING	scrub jay	sonic hedgehog signaling molecule	SHH		39617	Aphelocoma coerulescens
115379249	PROTEIN_CODING	pinecone soldierfish	sonic hedgehog signaling molecule a	shha		586833	Myripristis murdjan
119966535	PROTEIN_CODING	smaller spotted catshark	sonic hedgehog signaling molecule a	shha	Shh	7830	Scyliorhinus canicula
103915631	PROTEIN_CODING	Adelie penguin	sonic hedgehog signaling molecule	SHH		9238	Pygoscelis adeliae
130908580	PROTEIN_CODING	scribbled pipefish	sonic hedgehog signaling molecule a	shha		161448	Corythoichthys intestinalis
133761167	PROTEIN_CODING	European hare	sonic hedgehog signaling molecule	SHH		9983	Lepus europaeus
138641920	PROTEIN_CODING	mimic poison frog	sonic hedgehog signaling molecule	SHH		111125	Ranitomeya imitator
309436015	PROTEIN_CODING	Eurasian collared-dove	sonic hedgehog signaling molecule	SHH		177147	Streptopelia decaocto
140480804	PROTEIN_CODING	brownbanded bambooshark	sonic hedgehog signaling molecule a	shha	Shh	137246	Chiloscyllium punctatum
147528423	PROTEIN_CODING	red-crested turaco	sonic hedgehog signaling molecule	SHH		121530	Tauraco erythrolophus
101561765	PROTEIN_CODING	degu	sonic hedgehog signaling molecule	Shh		10160	Octodon degus
134135973	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		8795	Rhea pennata
134343658	PROTEIN_CODING	lesser devil ray	sonic hedgehog signaling molecule a	shha		723540	Mobula hypostoma
308435828	PROTEIN_CODING	European harvest mouse	sonic hedgehog signaling molecule	SHH		13151	Micromys minutus
116097591	PROTEIN_CODING	southern multimammate mouse	sonic hedgehog signaling molecule	Shh		35658	Mastomys coucha
311145070	PROTEIN_CODING	common whitefish	sonic hedgehog protein-like	LOC311145070		59291	Coregonus lavaretus
116904238	PROTEIN_CODING	black rat	sonic hedgehog signaling molecule	Shh		10117	Rattus rattus
102859015	PROTEIN_CODING	Cape elephant shrew	sonic hedgehog signaling molecule	SHH		28737	Elephantulus edwardii
113420819	PROTEIN_CODING	mainland tiger snake	sonic hedgehog signaling molecule	SHH		8663	Notechis scutatus
112151023	PROTEIN_CODING	Indian medaka	sonic hedgehog signaling molecule a	shha	shh	30732	Oryzias melastigma
