query_id	query_length	gene_chain_5to3	query_orientation	gene	qstart	qend	sseqid	sstart	send	pident	alignment_length	mismatches	gap_opens	evalue	bitscore
NODE_2013_length_273_cov_3.563063_g1986_i0	273	YWHAE-YWHAEP5-ENSG00000298294	+	YWHAE	61	273	ENST00000466227.6|ENSG00000108953.18|OTTHUMG00000134316.7|OTTHUMT00000259355.2|YWHAE-202|YWHAE|1377|nonsense_mediated_decay|	1	213	100.000	213	0	0	0	213.0
NODE_2013_length_273_cov_3.563063_g1986_i0	273	YWHAE-YWHAEP5-ENSG00000298294	+	YWHAEP5	46	273	ENST00000431545.1|ENSG00000234645.3|OTTHUMG00000153613.1|OTTHUMT00000331835.1|YWHAEP5-201|YWHAEP5|765|processed_pseudogene|	50	277	96.491	228	8	0	0	220.0
NODE_2013_length_273_cov_3.563063_g1986_i0	273	YWHAE-YWHAEP5-ENSG00000298294	+	ENSG00000298294	60	262	ENST00000754472.1|ENSG00000298294.1|-|-|ENST00000754472|ENSG00000298294|641|lncRNA|	214	415	95.567	203	9	0	0	194.0
NODE_2013_length_273_cov_3.563063_g1986_i0	273	YWHAE-YWHAEP5-ENSG00000298294	+	ENSG00000298294	60	260	ENST00000754474.1|ENSG00000298294.1|-|-|ENST00000754474|ENSG00000298294|558|lncRNA|	236	435	95.522	201	9	0	0	192.0
NODE_2459_length_254_cov_1.847291_g2432_i0	254	RBBP4P1-RBBP4	-	RBBP4P1	43	254	ENST00000502424.1|ENSG00000249485.1|OTTHUMG00000161817.1|OTTHUMT00000366152.1|RBBP4P1-201|RBBP4P1|1276|processed_pseudogene|	638	427	98.113	212	4	0	0	208.0
NODE_2459_length_254_cov_1.847291_g2432_i0	254	RBBP4P1-RBBP4	-	RBBP4	1	47	ENST00000475321.5|ENSG00000162521.19|OTTHUMG00000007998.14|OTTHUMT00000095295.2|RBBP4-210|RBBP4|619|protein_coding|	211	257	100.000	47	0	0	0	47.0
NODE_2459_length_254_cov_1.847291_g2432_i0	254	RBBP4P1-RBBP4	-	RBBP4	43	254	ENST00000414241.7|ENSG00000162521.19|OTTHUMG00000007998.14|OTTHUMT00000318463.2|RBBP4-204|RBBP4|1788|protein_coding|	800	589	99.528	212	1	0	0	211.0
NODE_2459_length_254_cov_1.847291_g2432_i0	254	RBBP4P1-RBBP4	-	RBBP4	43	202	ENST00000492348.6|ENSG00000162521.19|OTTHUMG00000007998.14|OTTHUMT00000389773.1|RBBP4-214|RBBP4|1547|nonsense_mediated_decay|	408	249	100.000	160	0	0	0	160.0
NODE_2459_length_254_cov_1.847291_g2432_i0	254	RBBP4P1-RBBP4	-	RBBP4	43	199	ENST00000531983.1|ENSG00000162521.19|OTTHUMG00000007998.14|OTTHUMT00000382043.1|RBBP4-219|RBBP4|473|retained_intron|	324	168	100.000	157	0	0	0	157.0
NODE_2995_length_234_cov_1.732240_g2968_i0	234	GABARAP-ENSG00000262526	-	GABARAP	1	234	ENST00000573928.1|ENSG00000170296.11|OTTHUMG00000102156.4|OTTHUMT00000440083.1|GABARAP-205|GABARAP|476|protein_coding|	336	103	100.000	234	0	0	0	234.0
NODE_2995_length_234_cov_1.732240_g2968_i0	234	GABARAP-ENSG00000262526	-	GABARAP	1	130	ENST00000571129.5|ENSG00000170296.11|OTTHUMG00000102156.4|OTTHUMT00000440081.1|GABARAP-203|GABARAP|568|protein_coding|	207	78	100.000	130	0	0	0	130.0
NODE_2995_length_234_cov_1.732240_g2968_i0	234	GABARAP-ENSG00000262526	-	GABARAP	130	234	ENST00000570856.1|ENSG00000170296.11|OTTHUMG00000102156.4|OTTHUMT00000440080.1|GABARAP-202|GABARAP|583|nonsense_mediated_decay|	118	14	100.000	105	0	0	0	105.0
NODE_2995_length_234_cov_1.732240_g2968_i0	234	GABARAP-ENSG00000262526	-	ENSG00000262526	1	130	ENST00000570760.2|ENSG00000262526.2|OTTHUMG00000178096.2|OTTHUMT00000440494.2|ENST00000570760|ENSG00000262526|776|nonsense_mediated_decay|	214	85	100.000	130	0	0	0	130.0
NODE_4177_length_209_cov_0.911392_g4150_i0	209	ENSG00000296790-NAMA	+	ENSG00000296790	1	209	ENST00000742011.1|ENSG00000296790.2|-|-|ENST00000742011|ENSG00000296790|1918|lncRNA|	1440	1648	95.215	209	10	0	0	199.0
NODE_4177_length_209_cov_0.911392_g4150_i0	209	ENSG00000296790-NAMA	+	ENSG00000296790	1	99	ENST00000742011.1|ENSG00000296790.2|-|-|ENST00000742011|ENSG00000296790|1918|lncRNA|	541	639	97.980	99	2	0	0	97.0
NODE_4177_length_209_cov_0.911392_g4150_i0	209	ENSG00000296790-NAMA	+	NAMA	84	209	ENST00000657190.1|ENSG00000271086.8|OTTHUMG00000185286.3|OTTHUMT00000521410.1|NAMA-213|NAMA|1621|lncRNA|	521	646	96.032	126	5	0	0	121.0
NODE_4508_length_203_cov_1.052632_g4481_i0	203	ADD1-FTH1-ENSG00000303745	-	ADD1	54	203	ENST00000355842.7|ENSG00000087274.20|OTTHUMG00000122080.23|OTTHUMT00000242839.1|ADD1-202|ADD1|4743|protein_coding|	2385	2236	100.000	150	0	0	0	150.0
NODE_4508_length_203_cov_1.052632_g4481_i0	203	ADD1-FTH1-ENSG00000303745	-	ADD1	54	164	ENST00000541051.5|ENSG00000087274.20|OTTHUMG00000122080.23|OTTHUMT00000397208.1|ADD1-226|ADD1|975|retained_intron|	648	538	100.000	111	0	0	0	111.0
NODE_4508_length_203_cov_1.052632_g4481_i0	203	ADD1-FTH1-ENSG00000303745	-	ADD1	54	163	ENST00000948363.1|ENSG00000087274.20|OTTHUMG00000122080.23|-|ADD1-258|ADD1|3963|protein_coding|	1730	1621	100.000	110	0	0	0	110.0
NODE_4508_length_203_cov_1.052632_g4481_i0	203	ADD1-FTH1-ENSG00000303745	-	ADD1	60	203	ENST00000922762.1|ENSG00000087274.20|OTTHUMG00000122080.23|-|ADD1-248|ADD1|3866|protein_coding|	1627	1484	100.000	144	0	0	0	144.0
NODE_4508_length_203_cov_1.052632_g4481_i0	203	ADD1-FTH1-ENSG00000303745	-	ADD1	61	203	ENST00000948365.1|ENSG00000087274.20|OTTHUMG00000122080.23|-|ADD1-260|ADD1|3947|protein_coding|	1801	1659	100.000	143	0	0	0	143.0
NODE_4508_length_203_cov_1.052632_g4481_i0	203	ADD1-FTH1-ENSG00000303745	-	ADD1	92	203	ENST00000536078.1|ENSG00000087274.20|OTTHUMG00000122080.23|OTTHUMT00000397207.1|ADD1-220|ADD1|423|retained_intron|	423	312	100.000	112	0	0	0	112.0
NODE_4508_length_203_cov_1.052632_g4481_i0	203	ADD1-FTH1-ENSG00000303745	-	FTH1	1	46	ENST00000897065.1|ENSG00000167996.17|OTTHUMG00000166217.6|-|FTH1-214|FTH1|796|protein_coding|	172	217	100.000	46	0	0	0	46.0
NODE_4508_length_203_cov_1.052632_g4481_i0	203	ADD1-FTH1-ENSG00000303745	-	ENSG00000303745	1	46	ENST00000796891.1|ENSG00000303745.1|-|-|ENST00000796891|ENSG00000303745|1142|lncRNA|	167	122	100.000	46	0	0	0	46.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	ENSG00000206567	118	193	ENST00000383808.7|ENSG00000206567.11|OTTHUMG00000155325.4|OTTHUMT00000339469.2|ENST00000383808|ENSG00000206567|4187|lncRNA|	275	352	96.154	78	3	0	0	75.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	TTPAL	109	197	ENST00000901719.1|ENSG00000124120.12|OTTHUMG00000032536.6|-|TTPAL-218|TTPAL|2596|protein_coding|	2511	2423	100.000	89	0	0	0	89.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	ENSG00000287264	100	154	ENST00000785175.1|ENSG00000287264.2|OTTHUMG00000194066.1|-|ENST00000785175|ENSG00000287264|1171|lncRNA|	136	82	100.000	55	0	0	0	55.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	ENSG00000287085	78	149	ENST00000670244.1|ENSG00000287085.1|OTTHUMG00000195809.1|OTTHUMT00000528880.1|ENST00000670244|ENSG00000287085|1843|lncRNA|	784	713	95.833	72	3	0	0	69.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	NLN	51	150	ENST00000380985.10|ENSG00000123213.24|OTTHUMG00000097803.7|OTTHUMT00000215060.2|NLN-201|NLN|8652|protein_coding|	4442	4343	95.000	100	5	0	0	95.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	CNN2	51	149	ENST00000569352.6|ENSG00000064666.16|OTTHUMG00000172729.9|OTTHUMT00000458686.1|CNN2-210|CNN2|731|nonsense_mediated_decay|	551	649	95.960	99	4	0	0	95.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	RN7SL693P	53	142	ENST00000579576.2|ENSG00000265272.2|-|-|RN7SL693P-201|RN7SL693P|279|misc_RNA|	117	28	96.667	90	3	0	0	87.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	RNF41	51	127	ENST00000922432.1|ENSG00000181852.19|OTTHUMG00000170328.4|-|RNF41-220|RNF41|5265|protein_coding|	4540	4464	96.104	77	3	0	0	74.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	TFB1M	24	130	ENST00000475849.1|ENSG00000029639.12|OTTHUMG00000015881.2|OTTHUMT00000042811.1|TFB1M-205|TFB1M|590|protein_coding_CDS_not_defined|	197	303	95.327	107	5	0	0	102.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	ENSG00000267248	17	66	ENST00000849301.1|ENSG00000267248.6|OTTHUMG00000179985.16|-|ENST00000849301|ENSG00000267248|1195|lncRNA|	641	592	96.000	50	2	0	0	48.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	TTC3	1	73	ENST00000484047.5|ENSG00000182670.14|OTTHUMG00000086654.7|OTTHUMT00000194777.1|TTC3-217|TTC3|1945|retained_intron|	1944	1872	97.260	73	2	0	0	71.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	ODAD3	8	65	ENST00000591345.5|ENSG00000198003.13|OTTHUMG00000182028.3|OTTHUMT00000458801.2|ODAD3-204|ODAD3|2448|nonsense_mediated_decay|	580	523	96.552	58	2	0	0	56.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	CCDC88A	5	65	ENST00000645485.1|ENSG00000115355.19|OTTHUMG00000151915.19|OTTHUMT00000495295.2|CCDC88A-251|CCDC88A|3864|retained_intron|	3864	3804	96.721	61	2	0	0	59.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	KCNMB1	1	65	ENST00000521859.1|ENSG00000145936.10|OTTHUMG00000130439.4|OTTHUMT00000371848.1|KCNMB1-202|KCNMB1|1733|protein_coding|	1731	1668	95.385	65	3	0	0	62.0
NODE_4708_length_200_cov_0.785235_g4681_i0	200	ENSG00000206567-TTPAL-ENSG00000287264-ENSG00000287085-NLN-CNN2-RN7SL693P-RNF41-TFB1M-ENSG00000267248-TTC3-ODAD3-CCDC88A-KCNMB1-CASC15	-	CASC15	1	49	ENST00000822894.1|ENSG00000272168.11|OTTHUMG00000014345.88|-|CASC15-442|CASC15|1395|lncRNA|	976	1024	95.918	49	2	0	0	47.0
NODE_5478_length_189_cov_0.818841_g5451_i0	189	PCBP1-AS1-MATR3-ENSG00000280023	+	PCBP1-AS1	58	140	ENST00000685037.1|ENSG00000293616.2|OTTHUMG00000153728.26|-|PCBP1-AS1-450|PCBP1-AS1|1755|lncRNA|	1222	1304	96.386	83	3	0	0	80.0
NODE_5478_length_189_cov_0.818841_g5451_i0	189	PCBP1-AS1-MATR3-ENSG00000280023	+	PCBP1-AS1	58	97	ENST00000665264.1|ENSG00000293616.2|OTTHUMG00000153728.26|OTTHUMT00000528024.1|PCBP1-AS1-427|PCBP1-AS1|1286|lncRNA|	1247	1286	100.000	40	0	0	0	40.0
NODE_5478_length_189_cov_0.818841_g5451_i0	189	PCBP1-AS1-MATR3-ENSG00000280023	+	MATR3	91	140	ENST00000505625.5|ENSG00000015479.21|OTTHUMG00000129229.7|OTTHUMT00000373012.1|MATR3-217|MATR3|7306|retained_intron|	938	987	96.000	50	2	0	0	48.0
NODE_5478_length_189_cov_0.818841_g5451_i0	189	PCBP1-AS1-MATR3-ENSG00000280023	+	ENSG00000280023	99	140	ENST00000624007.1|ENSG00000280023.1|OTTHUMG00000186386.1|OTTHUMT00000473059.1|ENST00000624007|ENSG00000280023|832|TEC|	797	756	100.000	42	0	0	0	42.0
NODE_5548_length_188_cov_0.927007_g5521_i0	188	ITGB3BP-GNRHR2	+	ITGB3BP	1	102	ENST00000478538.1|ENSG00000142856.19|OTTHUMG00000013364.12|OTTHUMT00000037827.1|ITGB3BP-211|ITGB3BP|524|protein_coding_CDS_not_defined|	102	1	100.000	102	0	0	0	102.0
NODE_5548_length_188_cov_0.927007_g5521_i0	188	ITGB3BP-GNRHR2	+	GNRHR2	84	188	ENST00000703080.2|ENSG00000293505.1|-|-|GNRHR2-206|GNRHR2|1909|lncRNA|	1311	1415	99.048	105	1	0	0	104.0
NODE_5764_length_185_cov_1.052239_g5737_i0	185	MCM5-ELMO1	-	MCM5	130	185	ENST00000416905.1|ENSG00000100297.17|OTTHUMG00000150961.19|OTTHUMT00000320682.13|MCM5-203|MCM5|739|protein_coding|	365	420	98.214	56	1	0	0	55.0
NODE_5764_length_185_cov_1.052239_g5737_i0	185	MCM5-ELMO1	-	ELMO1	1	140	ENST00000898965.1|ENSG00000155849.17|OTTHUMG00000023701.8|-|ELMO1-221|ELMO1|3839|protein_coding|	3238	3099	100.000	140	0	0	0	140.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	AGO3	133	180	ENST00000373191.9|ENSG00000126070.21|OTTHUMG00000184172.5|OTTHUMT00000019831.5|AGO3-203|AGO3|19660|protein_coding|	17049	17002	100.000	48	0	0	0	48.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	FTX	133	180	ENST00000653390.2|ENSG00000230590.13|OTTHUMG00000021850.50|OTTHUMT00000511334.1|FTX-235|FTX|1775|lncRNA|	1309	1356	95.833	48	2	0	0	46.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	CFAP298	133	180	ENST00000877680.1|ENSG00000159079.20|OTTHUMG00000179510.6|-|CFAP298-211|CFAP298|1186|protein_coding|	475	522	97.917	48	1	0	0	47.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	ENSG00000287335	133	180	ENST00000724852.1|ENSG00000287335.3|OTTHUMG00000195110.1|-|ENST00000724852|ENSG00000287335|812|lncRNA|	267	314	95.833	48	2	0	0	46.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	ENSG00000307875	133	180	ENST00000829552.1|ENSG00000307875.1|-|-|ENST00000829552|ENSG00000307875|559|lncRNA|	539	492	95.833	48	2	0	0	46.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	PRRG4	133	180	ENST00000257836.4|ENSG00000135378.5|OTTHUMG00000166219.3|OTTHUMT00000388446.2|PRRG4-201|PRRG4|5543|protein_coding|	1811	1764	97.917	48	1	0	0	47.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	ENSG00000280064	133	180	ENST00000622942.1|ENSG00000280064.1|OTTHUMG00000164037.2|OTTHUMT00000376898.1|ENST00000622942|ENSG00000280064|2385|TEC|	1580	1627	100.000	48	0	0	0	48.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	SLC5A5	133	180	ENST00000222248.4|ENSG00000105641.4|OTTHUMG00000183447.2|OTTHUMT00000466690.2|SLC5A5-201|SLC5A5|3604|protein_coding|	2949	2996	95.833	48	2	0	0	46.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	RAB11FIP1	133	180	ENST00000966921.1|ENSG00000156675.17|OTTHUMG00000164026.4|-|RAB11FIP1-208|RAB11FIP1|3133|protein_coding|	3122	3075	100.000	48	0	0	0	48.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	ENSG00000225559	133	180	ENST00000834917.1|ENSG00000225559.2|OTTHUMG00000155789.1|-|ENST00000834917|ENSG00000225559|920|lncRNA|	289	336	95.833	48	2	0	0	46.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	XPO1	133	180	ENST00000852816.1|ENSG00000082898.20|OTTHUMG00000152316.24|-|XPO1-263|XPO1|4890|protein_coding|	692	739	97.917	48	1	0	0	47.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	TSEN2	133	174	ENST00000958146.1|ENSG00000154743.20|OTTHUMG00000129765.22|-|TSEN2-268|TSEN2|2459|protein_coding|	191	232	97.619	42	1	0	0	41.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	ENSG00000273230	119	180	ENST00000609755.1|ENSG00000273230.1|OTTHUMG00000185875.1|OTTHUMT00000471589.1|ENST00000609755|ENSG00000273230|3026|lncRNA|	2064	2003	95.161	62	3	0	0	59.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	LINC01970	115	180	ENST00000581489.1|ENSG00000265692.1|OTTHUMG00000178661.1|OTTHUMT00000442824.1|LINC01970-201|LINC01970|1810|lncRNA|	1038	973	95.455	66	3	0	0	63.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	ENSG00000301705	35	90	ENST00000781028.1|ENSG00000301705.1|-|-|ENST00000781028|ENSG00000301705|513|lncRNA|	413	358	98.214	56	1	0	0	55.0
NODE_6197_length_180_cov_0.790698_g6170_i0	180	AGO3-FTX-CFAP298-ENSG00000287335-ENSG00000307875-PRRG4-ENSG00000280064-SLC5A5-RAB11FIP1-ENSG00000225559-XPO1-TSEN2-ENSG00000273230-LINC01970-ENSG00000301705-TRIM22	-	TRIM22	20	103	ENST00000699058.1|ENSG00000132274.18|OTTHUMG00000066904.6|-|TRIM22-218|TRIM22|5395|retained_intron|	3185	3102	97.619	84	2	0	0	82.0
NODE_6464_length_178_cov_0.881890_g6437_i0	178	CFLAR-ENSG00000293166-ENSG00000213970-RPS15P5-RPS15P4-RPS15	+	CFLAR	1	126	ENST00000461820.5|ENSG00000003402.22|OTTHUMG00000132819.20|OTTHUMT00000336713.1|CFLAR-217|CFLAR|830|retained_intron|	33	158	100.000	126	0	0	0	126.0
NODE_6464_length_178_cov_0.881890_g6437_i0	178	CFLAR-ENSG00000293166-ENSG00000213970-RPS15P5-RPS15P4-RPS15	+	CFLAR	52	126	ENST00000948379.1|ENSG00000003402.22|OTTHUMG00000132819.20|-|CFLAR-240|CFLAR|2219|protein_coding|	109	183	100.000	75	0	0	0	75.0
NODE_6464_length_178_cov_0.881890_g6437_i0	178	CFLAR-ENSG00000293166-ENSG00000213970-RPS15P5-RPS15P4-RPS15	+	CFLAR	53	126	ENST00000948373.1|ENSG00000003402.22|OTTHUMG00000132819.20|-|CFLAR-234|CFLAR|3498|protein_coding|	789	862	100.000	74	0	0	0	74.0
NODE_6464_length_178_cov_0.881890_g6437_i0	178	CFLAR-ENSG00000293166-ENSG00000213970-RPS15P5-RPS15P4-RPS15	+	CFLAR	54	126	ENST00000890676.1|ENSG00000003402.22|OTTHUMG00000132819.20|-|CFLAR-228|CFLAR|1576|protein_coding|	148	220	100.000	73	0	0	0	73.0
NODE_6464_length_178_cov_0.881890_g6437_i0	178	CFLAR-ENSG00000293166-ENSG00000213970-RPS15P5-RPS15P4-RPS15	+	CFLAR	55	126	ENST00000948376.1|ENSG00000003402.22|OTTHUMG00000132819.20|-|CFLAR-237|CFLAR|1845|protein_coding|	137	208	100.000	72	0	0	0	72.0
NODE_6464_length_178_cov_0.881890_g6437_i0	178	CFLAR-ENSG00000293166-ENSG00000213970-RPS15P5-RPS15P4-RPS15	+	ENSG00000293166	131	173	ENST00000649073.1|ENSG00000293166.1|-|OTTHUMT00000499997.1|ENST00000649073|ENSG00000293166|772|lncRNA|	76	118	97.674	43	1	0	0	42.0
NODE_6464_length_178_cov_0.881890_g6437_i0	178	CFLAR-ENSG00000293166-ENSG00000213970-RPS15P5-RPS15P4-RPS15	+	ENSG00000213970	131	173	ENST00000493323.1|ENSG00000213970.5|OTTHUMG00000157415.2|OTTHUMT00000348773.1|ENST00000493323|ENSG00000213970|440|transcribed_processed_pseudogene|	296	338	97.674	43	1	0	0	42.0
NODE_6464_length_178_cov_0.881890_g6437_i0	178	CFLAR-ENSG00000293166-ENSG00000213970-RPS15P5-RPS15P4-RPS15	+	RPS15P5	131	174	ENST00000449885.1|ENSG00000229806.1|OTTHUMG00000157295.1|OTTHUMT00000348352.1|RPS15P5-201|RPS15P5|432|processed_pseudogene|	291	334	100.000	44	0	0	0	44.0
NODE_6464_length_178_cov_0.881890_g6437_i0	178	CFLAR-ENSG00000293166-ENSG00000213970-RPS15P5-RPS15P4-RPS15	+	RPS15P4	131	178	ENST00000433675.1|ENSG00000233762.3|OTTHUMG00000154086.1|OTTHUMT00000333815.1|RPS15P4-201|RPS15P4|447|processed_pseudogene|	303	350	97.917	48	1	0	0	47.0
NODE_6464_length_178_cov_0.881890_g6437_i0	178	CFLAR-ENSG00000293166-ENSG00000213970-RPS15P5-RPS15P4-RPS15	+	RPS15	131	178	ENST00000233609.8|ENSG00000115268.11|OTTHUMG00000140099.11|OTTHUMT00000449608.3|RPS15-201|RPS15|534|protein_coding|	358	405	97.917	48	1	0	0	47.0
NODE_6571_length_177_cov_1.777778_g6544_i0	177	ATP6V1C1-LRP10	-	ATP6V1C1	120	177	ENST00000518738.2|ENSG00000155097.13|OTTHUMG00000164761.2|OTTHUMT00000380103.2|ATP6V1C1-202|ATP6V1C1|5635|protein_coding|	2622	2679	98.276	58	1	0	0	57.0
